ID,main_use,size_ratio,curve_shape,A1,A2,A3,A4,S_A4-A1,S_A2-A3,S_median,I99,I80,I50,I30,I10,I_mean,S_cap,S_dead,S_flood_cap
415,Irrigation,0.029086285,four-piece,3,5,9,11,193.051957,222.4637451,,13.24230464,5.15499328,1.6200304,1.2379392,0.75671424,2.954934395,224.423,177.392,222.17877
416,Irrigation,0.586005249,four-piece,5,7,7,9,650.6807491,759.3071452,,17.71852525,4.70312512,2.0935184,1.56074464,1.2159072,3.262639674,1348.533,207.476,1335.04767
419,Irrigation,0.41850503,four-piece,3,6,6,9,20.07163915,40.84362222,,1.643961216,0.25983232,0.069,0.03423504,0.005,0.202359957,50.983,5.0983,50.47317
421,Irrigation,0.473978859,four-piece,4,7,7,1,698.7096083,946.6973065,,24.23637907,3.76968192,1.3284864,0.88269248,0.3078048,3.158018383,1245.054,226.928,1232.60346
423,Hydroelectricity,0.217032412,four-piece,4,7,7,4,151.7226333,378.3571613,,23.46039714,4.33056512,1.8150088,1.33383024,0.96947008,3.545412824,432.579,106.663,428.25321
438,Flood control,0.345187171,four-piece,2,6,6,9,65.43588674,126.4662333,,4.225275648,0.80474432,0.2191328,0.1197984,0.01958672,0.590008381,139.773,13.9773,138.37527
442,Irrigation,0.476449375,four-piece,3,6,6,9,16.78465802,24.99236667,,0.5644944,0.0727856,0.0344512,0.0223248,0.0141696,0.067832485,28.581,2.8581,28.29519
449,Irrigation,0.29629183,four-piece,6,9,10,6,79.02806667,28.20885246,,3.9046688,0.7036144,0.4435088,0.271296,0.1394192,0.605587204,93.701,9.3701,92.76399
450,Irrigation,0.429991333,four-piece,2,6,6,9,39.8090221,59.6609,,0.7721968,0.1751328,0.0757104,0.0473408,0.0090336,0.14289538,62.236,21.529,61.61364
451,Water supply,0.357580637,single,,,,,,,3943.930417,25.34731061,4.95229504,3.0046072,2.25143376,1.39490048,4.398912626,4518.063,3196.334,4472.88237
456,Flood control,0.242861865,four-piece,3,7,7,10,44.12077747,69.15367742,,3.447959792,0.43319136,0.243184,0.18304256,0.11962352,0.41052958,80.512,14.046,79.70688
469,Irrigation,0.282995608,four-piece,4,6,6,9,22.6024814,30.50533333,,0.651783744,0.0963488,0.0402688,0.0307744,0.014624,0.092847354,32.193,7.455,31.87107
473,Irrigation,0.744379843,four-piece,6,10,10,5,32.81280328,13.69045161,,0.804380816,0.1195392,0.064,0.02787456,-0.00814096,0.115965056,45.198,4.5198,44.74602
477,Irrigation,0.2122505,four-piece,6,9,10,6,176.5780667,119.9140656,,4.091314784,1.05723104,0.665752,0.57340352,0.45854976,0.896006854,189.329,54.02,187.43571
488,Water supply,0.312766013,four-piece,6,9,11,4,189.4341429,153.9624725,,1.879421888,0.59099008,0.4009808,0.27609184,0.14945936,0.464231917,206.959,89.047,204.88941
492,Irrigation,0.766539172,four-piece,5,7,7,4,426.9928525,617.6096129,,7.097620272,0.90387488,0.233428,0.14388768,0.06100848,0.84995843,664.8,109.664,658.152
497,Water supply,0.259805859,four-piece,4,7,7,1,87.46720833,118.4068871,,2.472107328,0.37902912,0.155352,0.119448,0.08076,0.34702194,120.375,12.0375,119.17125
500,Water supply,0.222178036,four-piece,4,7,7,4,26.5046,50.65393548,,2.285291904,0.47487104,0.118512,0.0604512,0.03795584,0.316830943,52.198,15.266,51.67602
502,Irrigation,0.256225794,four-piece,5,7,8,11,92.58625,184.4804516,,6.677188112,1.23005056,0.5253128,0.40318256,0.30601488,1.035545864,189.433,44.333,187.53867
506,Irrigation,0.820340625,four-piece,4,6,6,9,29.81371074,55.3895,,1.736294672,0.21651264,0.061,0.022,-0.03582752,0.196708429,88.713,8.8713,87.82587
511,Flood control,0.291775422,four-piece,5,10,10,2,32.79777083,27.3035,,4.25777752,0.410936,0.1578656,0.1215472,0.0844616,0.403645967,70.291,19.699,69.58809
517,Irrigation,0.300365695,four-piece,5,7,7,12,86.74618407,123.4655484,,2.660472736,0.49766112,0.175464,0.1172336,0.0805792,0.378833331,128.279,40.006,126.99621
522,Water supply,0.102532757,four-piece,3,7,8,10,80.42815385,96.17914516,,2.348044256,0.69200576,0.3548976,0.26904416,0.19019584,0.508086103,99.443,28.537,98.44857
529,Water supply,0.206460005,single,,,,,,,24.07855731,0.448102848,0.0856224,0.029376,0.014688,-0.00029984,0.069155889,29.29,2.929,28.9971
530,Water supply,0.186588342,four-piece,5,7,7,2,43.98674167,62.20025806,,1.55492,0.4365136,0.2083424,0.1223424,-0.00375456,0.33487033,66.793,20.102,66.12507
531,Irrigation,0.144392068,four-piece,4,6,7,9,2.631020661,18.99532787,,2.852880112,0.389904,0.0939328,0.06272,0.03791008,0.331574002,20.106,2.0106,19.90494
536,Irrigation,0.263140517,four-piece,4,7,7,10,86.32457311,115.7909677,,3.035269888,0.5931472,0.2446848,0.18243968,0.12500256,0.464238936,130.913,48.167,129.60387
541,Hydroelectricity,0.340707859,four-piece,5,7,7,2,651.6231667,894.7615484,,18.46733282,3.93234112,1.5622496,1.14996144,0.81933792,2.98420474,1022.734,303.052,1012.50666
542,Hydroelectricity,0.007771354,single,,,,,,,137.2405166,12.68602435,4.38347104,2.980152,1.84315088,0.76567056,3.22839435,146.398,114.503,144.93402
545,Hydroelectricity,0.117949883,four-piece,3,6,6,1,15.34355,76.71295,,9.30300704,1.138603703,0.1147296,-0.16618976,-0.53705664,1.485874872,79.313,7.9313,78.51987
546,Irrigation,0.322946678,four-piece,7,10,12,4,29.82818852,11.90752174,,2.361693344,0.4514768,0.1897872,0.12169952,0.0649984,0.352502981,53.459,5.3459,52.92441
549,Irrigation,0.133257602,four-piece,3,6,6,10,5.384131868,16.26163333,,1.988505968,0.27421696,0.0711216,0.0477168,0.0340544,0.233102291,16.722,1.6722,16.55478
554,Irrigation,0.172583921,four-piece,4,7,7,10,266.1343868,322.9966452,,5.320137792,0.66035872,-0.1080528,-0.47569792,-1.0757856,1.148261915,338.467,33.8467,335.08233
567,Irrigation,0.345211678,four-piece,3,6,6,10,332.9530495,450.2058333,,6.7430416,0.679232,0.072144,-0.19485904,-1.102152,1.108352722,472.608,191.604,467.88192
572,Irrigation,0.483101065,four-piece,3,6,6,10,4.897037088,12.18983333,,0.267110944,0.082,0.0119936,0,-0.00071264,0.043985027,12.653,1.708,12.52647
574,Irrigation,0.341263345,four-piece,4,6,6,9,22.53921281,44.83076667,,1.7883568,0.2668208,0.072376,0.0398704,0.0209984,0.213283142,49.106,4.9106,48.61494
575,Irrigation,0.217511909,four-piece,4,6,6,10,87.76741038,147.6396667,,5.384399696,1.20572896,0.3807536,0.23092128,0.14044,0.846479738,154.971,18.323,153.42129
597,Hydroelectricity,1.241483436,four-piece,4,7,7,4,15849.68277,19069.8311,,157.2124911,36.83429184,19.7958952,15.47345104,10.19344016,29.95188611,29422.124,9813.595,29127.90276
601,Irrigation,0.504034318,four-piece,3,6,6,2,1602.677966,1793.962667,,13.42930926,3.40347136,0.8633952,0.44895632,-0.31731232,2.47012988,2057.114,869.167,2036.54286
604,Irrigation,0.323101261,four-piece,2,6,6,11,98.77727083,183.7183333,,7.627244,1.5266896,0.5191664,0.2474432,0.1133408,1.094281217,227.828,22.7828,225.54972
610,Water supply,1.157788627,single,,,,,,,18183.19705,61.0422944,37.1237408,29.6970704,25.5228768,19.7779392,30.81292547,31204.519,11505.719,30892.47381
613,Flood control,0.098748667,single,,,,,,,61.88070267,14.08172162,3.11692192,1.9822624,1.5710592,1.10570304,2.793983884,162.585,51.737,160.95915
616,Hydroelectricity,0.029665041,four-piece,0,2,8,11,1874.634098,2081.160453,,57.508548,40.8869184,30.2552864,24.2014544,17.024816,30.96388568,2209.903,1639.437,2187.80397
625,Water supply,1.293297709,four-piece,0,4,7,11,33.73077049,70.04530328,,1.486315104,0.14011936,0.0334272,0.0126144,-0.00865152,0.163193796,110.767,11.18,109.65933
629,Water supply,0.007158575,single,,,,,,,707.4259986,40.8166064,30.7279568,23.675632,18.0012688,11.418968,23.07492146,767.718,619.04,760.04082
657,Flood control,2.632444909,four-piece,6,9,10,2,702.5112533,467.6880656,,10.5931328,2.7642928,1.365152,0.7582384,0.1093408,2.144038348,2527.771,252.7771,2502.49329
753,Flood control,0.417500866,single,,,,,,,21730.73856,211.2679427,69.28870752,38.4470168,30.4294168,20.7034816,51.65470995,29602.287,12376.738,29306.26413
780,Irrigation,1.316474369,four-piece,2,5,6,11,33.82050417,41.67986066,,5.95862592,0.324,0.054,0,-0.05,0.500994611,274.555,27.4555,271.80945
784,Irrigation,0.177655343,four-piece,2,4,5,9,7.58420442,10.3922459,,1.416134656,0.04820384,3.52E-05,0,-0.026,0.101517106,14.167,1.4167,14.02533
798,Irrigation,0.737686953,four-piece,2,4,6,9,72.06000829,81.67992308,,4.526339232,0.22331872,0.0529696,0,-0.0759904,0.393276639,177.952,40.477,176.17248
837,Irrigation,1.07218081,four-piece,2,5,7,12,119.2400111,142.733288,,4.203987456,0.29081408,0.053624,0.00369248,-0.0902096,0.465623747,301.46,75.732,298.4454
868,Irrigation,0.725805948,four-piece,6,10,10,5,203.550918,121.8400806,,2.345910784,0.568,0.328,0.11795232,-0.085,0.456365309,242.74,24.274,240.3126
870,Flood control,0.259557522,single,,,,,,,22821.84266,245.7286694,70.77542912,48.1878,39.28827472,28.49502992,58.14665219,28330.569,12085.637,28047.26331
882,Water supply,0.217710479,single,,,,,,,66.35254239,1.057455456,0.2032448,0.104904,0.0679024,0.036064,0.162254668,79.246,29.569,78.45354
885,Water supply,0.071952609,single,,,,,,,18.57947541,0.1677936,0.0579024,0.034376,0.0244512,0.0146128,0.042894466,19.706,14.354,19.50894
893,Irrigation,0.368837443,four-piece,6,9,12,5,144.9785164,113.6579918,,4.314964512,0.27692576,0.0997024,0.04575008,-0.032,0.371727097,163.702,53.379,162.06498
895,Flood control,0.005742692,single,,,,,,,462.367312,203.9578249,82.11687648,59.921212,44.079248,28.88173392,67.17516318,603.172,300.969,597.14028
898,Flood control,0.55587965,four-piece,6,9,10,6,597.4215667,162.4716148,,16.70319549,5.49954336,2.20644,1.70856864,1.3137152,3.55890273,884.559,88.4559,875.71341
924,Flood control,0.516719946,four-piece,3,6,6,9,272.7018585,343.2509167,,24.45530893,1.32028352,0.2048416,-0.0319712,-0.31955264,2.397075701,724.797,177.347,717.54903
948,Flood control,1.36700571,four-piece,2,5,6,9,278.0174917,352.9187787,,3.36522144,0.64936096,0.178,0,-0.294,0.578985789,566.9065526,131.959,561.2374871
952,Flood control,1.011135514,four-piece,6,9,9,6,51.89235,28.62245,,1.739964544,0.26103328,0.0895184,0.0335184,-0.0344816,0.231110168,113.917,14.069,112.77783
953,Irrigation,2.472564502,four-piece,6,8,10,6,22.50558333,19.06855435,,0.283972864,0.0224192,0.0019872,-0.0097536,-0.03388224,0.034771115,50.449,5.0449,49.94451
955,Flood control,0.34254476,four-piece,1,5,5,10,37.19769512,46.61909677,,3.904881216,0.17303424,0.016848,-0.02572576,-0.06941568,0.438869192,92.069,23.788,91.14831
961,Flood control,0.328711134,four-piece,1,6,6,9,569.1622941,736.6964667,,57.63983181,6.80455452,1.5413248,0.158544,-0.9730768,6.143377105,1306.242,440.377,1293.17958
962,Flood control,2.18262355,single,,,,,,,261.1085579,9.933361184,0.89920704,0.1912408,0.0266112,-0.25352448,1.098715994,1136.409,151.639,1125.04491
963,Flood control,1.775768542,four-piece,5,8,8,5,78.08496774,63.9801129,,1.323789344,0.1493104,0.021,-0.0055296,-0.061,0.176574732,178.428,17.8428,176.64372
964,Flood control,0.404606094,four-piece,3,6,6,2,162.3259492,185.83045,,8.62913312,0.45244928,0.03672,-0.0592768,-0.21879968,0.819488405,283.349,131.907,280.51551
965,Flood control,1.121646442,four-piece,3,6,7,2,332.9415085,448.7454672,,67.27172915,5.9444288,2.083104,1.15706912,0.31735648,6.260651038,2896.058,289.6058,2867.09742
968,Flood control,1.316996983,four-piece,2,6,11,2,436.95825,495.8150191,,22.70030707,2.48058496,0.7635648,0.26507936,-0.31682368,2.545558197,1660.618,345.166,1644.01182
975,Flood control,0.414472098,single,,,,,,,163.7915656,9.76791968,0.61615712,0.0617184,-0.06904608,-0.23734176,1.123742941,333.794,109.412,330.45606
978,Flood control,0.663413101,four-piece,2,5,5,11,53.57615417,60.42917742,,5.85119552,0.18306528,0.020736,-0.02331424,-0.0771408,0.514449787,178.148,33.4,176.36652
979,Flood control,0.433699784,four-piece,3,5,5,2,86.98233051,99.85024194,,5.281294208,0.24578112,0.0149472,-0.04968064,-0.14402208,0.545732404,173.372,71.347,171.63828
980,Flood control,0.56508908,four-piece,3,5,5,1,71.46203333,91.07683871,,8.702976512,0.35529312,0.0415584,-0.0385248,-0.12126592,0.868520923,250.601,50.532,248.09499
981,Flood control,1.506367622,four-piece,3,6,6,1,63.38743333,79.77961667,,8.2942064,0.55043936,0.152368,0.05477344,-0.0493856,0.753743797,477.814,47.7814,473.03586
983,Flood control,0.458348626,single,,,,,,,95.60784291,4.169887488,0.22348832,0.0026784,-0.11947872,-0.26808928,0.491616914,177.854,48.467,176.07546
991,Flood control,0.419236442,four-piece,4,6,6,8,76.42653297,109.57345,,50.18952442,4.33620064,0.981072,0.34032512,-0.11965088,4.751086679,803.444,80.3444,795.40956
998,Flood control,1.740782988,four-piece,6,8,11,4,98.80645055,40.63809836,,6.958359744,1.03917408,0.3803184,0.21468544,0.0088128,0.809630793,555.066,55.5066,549.51534
1000,Flood control,0.436816293,single,,,,,,,311.1670714,20.26863091,1.45868352,0.3169376,0.03247008,-0.1634352,1.960072457,623.677,246.69,617.44023
1001,Flood control,0.352318492,single,,,,,,,185.9626387,6.62954224,0.2734576,-0.054624,-0.1597856,-0.2682048,0.794256144,288.101,140.667,285.21999
1003,Flood control,0.417883001,four-piece,3,6,6,8,25.94329012,31.73746667,,20.0270464,0.8863776,0.138344,0.0122688,-0.0567312,1.672682318,281.073,28.1073,278.26227
1007,Flood control,0.592371711,four-piece,3,6,6,8,28.1133251,33.90145,,15.77910664,0.805616,0.1407632,0.0220312,-0.0482368,1.278041824,304.446,30.4446,301.40154
1014,Flood control,0.216388969,single,,,,,,,32.44962715,1.81858,0.05119808,0,-0.01593632,-0.043,0.165282941,45.504,24.95,45.04896
1016,Flood control,1.120502447,four-piece,6,10,10,5,29.5852459,17.48269355,,1.189311552,0.2374448,0.0977232,0.0505184,0.0016416,0.176514029,89.674,8.9674,88.77726
1017,Flood control,0.529966279,four-piece,3,5,6,11,26.9825447,40.50186475,,21.48286794,3.237696,1.0905856,0.7075344,0.3552432,2.720480433,553.226,55.3226,547.69374
1020,Flood control,0.434085722,four-piece,0,6,6,8,45.63438562,56.16896667,,14.16601832,0.7869616,0.0725568,-0.0479552,-0.2095832,1.498035118,282.985,31.201,280.15515
1021,Flood control,0.230410127,four-piece,6,8,9,5,42.37081148,35.36931148,,18.37800224,2.1177312,0.5851272,0.08854,-0.573624,2.278613319,227,22.7,224.73
1023,Flood control,0.391805396,four-piece,4,6,6,8,498.3824231,608.7549,,87.14035792,9.3993728,3.3424056,1.7067464,0.4555,8.854910146,1764.714,426.812,1747.06686
1026,Flood control,0.336796955,single,,,,,,,3290.689183,85.3671851,14.54650528,5.2501552,2.65555616,0.43073968,11.31717855,4681.92,2602.396,4635.1008
1027,Flood control,0.378971013,four-piece,6,9,10,2,16.47286,14.74040164,,0.76520856,0.162,0.046,0,-0.063,0.135613064,33.499,8.928,33.16401
1028,Flood control,0.315934566,four-piece,6,10,11,3,23.78291803,21.12787705,,2.5607452,0.0342144,-0.0095808,-0.0255808,-0.0523872,0.264742898,51.657,12.322,51.14043
1032,Flood control,0.34714667,four-piece,3,5,5,8,686.6583025,849.5707097,,87.90060608,11.801,1.754,-0.2234056,-1.954,11.75796646,2176.493,536.199,2154.72807
1036,Flood control,0.509559329,four-piece,3,6,6,9,3688.171213,4322.7067,,90.76780011,23.28813632,9.429268,4.98143936,0.67725456,16.74391598,6802.358,3026.861,6734.33442
1042,Flood control,0.547758214,four-piece,3,5,5,9,1523.655613,1724.712806,,39.26657822,6.08503296,2.494264,1.41928704,0.63102048,4.890845986,2501.491,1203.657,2476.47609
1048,Flood control,0.216717814,four-piece,3,6,6,9,620.2922264,756.2961,,173.8336798,28.6341984,8.6063552,4.0545,1.1840472,21.39968304,2313.05,396.751,2289.9195
1050,Flood control,0.315405456,four-piece,5,10,12,4,137.9538197,116.8207772,,3.81323792,0.7029984,0.1681456,-0.0120048,-0.2331136,0.647153292,191.323,29.933,189.40977
1053,Hydroelectricity,0.122362239,four-piece,3,6,6,8,460.5488354,510.7232333,,178.1984789,37.50603264,11.0671568,3.21944336,0.2593728,25.13303721,1583.046,393.742,1567.21554
1060,Flood control,0.36333921,single,,,,,,,809.1278569,42.55689888,5.56671584,2.0150832,1.06591968,0.35016448,4.648278284,1425.577,626.018,1411.32123
1067,Flood control,0.537623807,four-piece,5,10,10,5,2467.452419,2171.360532,,52.6421012,5.32538048,1.0716392,-0.23394128,-1.08390256,6.593251463,3465.172,1986.1,3430.52028
1077,Flood control,0.325407416,four-piece,6,9,10,6,2969.7434,2634.156381,,192.5241682,21.07072768,5.167456,1.23509472,-2.32068928,21.77409199,5220.346,2092.082,5168.14254
1084,Flood control,0.514821321,four-piece,2,4,5,9,32.77892818,48.00009836,,23.84545368,1.43853376,0.3175312,0.06349184,-0.0627312,2.001365057,408.855,40.8855,404.76645
1086,Flood control,0.6746197,four-piece,3,5,5,7,62.04150182,77.42196774,,2.615072192,0.25773056,0.027,8.64E-05,-0.0439136,0.291051848,133.709,13.3709,132.37191
1092,Flood control,0.462032667,four-piece,2,4,5,9,39.32324862,57.93351639,,37.9754207,2.43720192,0.5812464,0.12342336,-0.05252768,2.931576807,533.71,53.371,528.3729
1093,Flood control,0.415808473,four-piece,5,9,10,12,82.52158516,65.15165574,,43.71345624,3.0012864,0.4854352,0.0268704,-0.1971024,4.22110399,705.789,70.5789,698.73111
1101,Flood control,0.557354283,four-piece,2,5,5,12,65.19839444,247.6598871,,42.35232256,3.6701456,0.977904,0.36731808,-0.24516,4.171349421,913.794,91.3794,904.65606
1112,Hydroelectricity,0.341112755,four-piece,6,10,10,2,2618.832797,2303.943177,,60.08392403,5.92471456,1.314,-0.0607408,-2.153,7.103880265,3188.42,2162.029,3156.5358
1120,Flood control,0.530920183,single,,,,,,,230.9299979,7.91193728,0.4312464,-0.078,-0.2302368,-0.4897368,1.054369987,435.252,65.662,430.89948
1121,Flood control,0.375761766,four-piece,5,10,10,4,799.0022213,673.5235806,,25.2250768,2.82071904,0.7388928,0.03672,-1.24357024,2.982036747,1082.519,594.884,1071.69381
1122,Flood control,0.402889689,four-piece,5,9,9,12,42.90751099,37.43023333,,17.06663114,1.35136736,0.3702016,0.1151056,0.0071808,1.400538136,243.386,26.002,240.95214
1123,Flood control,0.331063964,single,,,,,,,1091.284668,48.85005389,4.3208704,1.187136,0.2716064,-0.56469024,4.907625324,1684.314,864.043,1667.47086
